Class,doesHaveLink,doseHaveSpamWords,message_len,doesHavePhoneNumber
ham,0,0,56,0
ham,0,0,69,0
spam,0,3,135,1
ham,0,0,65,0
ham,0,0,77,0
spam,0,1,161,1
ham,0,0,96,0
ham,0,1,152,0
ham,0,0,46,0
ham,0,0,155,0
ham,0,0,259,0
ham,0,0,54,0
ham,0,0,24,0
ham,0,0,54,0
ham,0,0,88,0
ham,0,0,97,0
ham,0,0,25,0
ham,0,0,34,0
ham,0,0,27,0
ham,0,0,49,0
ham,0,0,68,0
ham,0,0,35,0
ham,0,0,123,0
ham,0,0,39,0
ham,0,0,74,0
ham,0,0,73,0
spam,0,0,152,0
ham,0,0,169,0
ham,0,0,35,0
ham,0,0,44,0
spam,0,1,156,0
ham,0,0,101,0
ham,0,0,453,0
ham,0,1,153,0
ham,0,0,50,0
ham,0,0,60,0
ham,0,0,157,0
ham,0,0,36,0
spam,0,1,50,1
ham,0,0,30,0
spam,0,0,162,1
ham,0,0,94,0
ham,0,0,42,0
spam,1,1,159,0
ham,0,0,56,0
ham,0,0,91,0
ham,0,0,31,0
ham,0,0,46,0
spam,0,0,47,0
ham,0,0,35,0
ham,0,0,76,0
ham,0,0,33,0
ham,0,0,157,0
ham,0,0,110,0
ham,0,0,104,0
ham,0,0,34,0
ham,0,0,52,0
ham,0,0,284,0
ham,0,0,40,0
ham,0,0,73,0
ham,0,0,117,0
ham,0,0,119,0
ham,0,0,50,0
ham,0,0,30,0
ham,0,0,90,0
spam,0,1,167,1
ham,0,0,91,0
ham,0,0,231,0
ham,0,0,105,0
spam,1,3,165,1
ham,0,0,136,0
ham,0,0,91,0
ham,0,0,39,0
ham,0,0,80,0
ham,0,0,107,0
spam,0,0,159,0
ham,0,0,90,0
ham,0,0,31,0
ham,0,0,133,0
ham,0,0,82,0
ham,0,0,187,0
ham,0,0,56,0
ham,0,0,34,0
ham,0,0,88,0
ham,0,0,80,0
ham,0,1,26,0
ham,0,0,79,0
ham,0,0,31,0
ham,0,0,33,0
ham,0,0,78,0
ham,0,1,39,0
ham,0,0,26,0
spam,0,0,163,1
ham,0,0,36,0
ham,0,0,102,0
ham,0,0,27,0
ham,0,0,70,0
ham,0,0,27,0
ham,0,0,88,0
ham,0,0,31,0
ham,0,1,49,0
ham,0,0,7,0
ham,0,0,58,0
ham,0,0,96,0
ham,0,0,73,0
ham,0,0,89,0
spam,0,2,122,1
ham,0,1,104,0
ham,0,0,160,0
ham,0,1,52,0
ham,0,0,28,0
ham,0,0,38,0
ham,0,0,51,0
ham,0,0,46,0
ham,0,0,30,0
ham,0,0,21,0
ham,0,0,7,0
spam,0,5,145,1
spam,0,3,159,0
ham,0,0,25,0
ham,0,0,72,0
ham,0,0,40,0
ham,0,0,42,0
ham,0,0,137,0
spam,0,2,153,0
ham,0,0,88,0
ham,0,0,119,0
ham,0,0,45,0
spam,1,0,154,0
spam,0,1,167,1
ham,0,0,43,0
ham,0,0,26,0
ham,0,0,64,0
spam,0,0,163,1
ham,0,0,46,0
ham,0,0,112,0
ham,0,0,33,0
ham,0,0,332,0
ham,0,0,94,0
ham,0,0,34,0
ham,0,0,32,0
ham,0,0,25,0
spam,1,2,139,1
ham,0,0,43,0
ham,0,0,32,0
ham,0,0,41,0
ham,0,0,44,0
ham,0,0,54,0
ham,0,0,38,0
ham,0,0,92,0
ham,0,0,54,0
ham,0,0,43,0
ham,0,0,115,0
ham,0,0,144,0
ham,0,0,48,0
ham,0,0,74,0
spam,0,1,149,1
ham,0,0,38,0
ham,0,0,32,0
ham,0,0,146,0
spam,0,2,162,1
ham,0,0,51,0
ham,0,0,24,0
ham,0,0,101,0
ham,0,1,139,0
spam,0,1,158,1
ham,0,0,35,0
ham,0,0,46,0
ham,0,0,51,0
ham,0,0,28,0
ham,0,0,22,0
ham,0,0,136,0
ham,0,0,69,0
ham,0,0,61,0
ham,0,0,122,0
ham,0,0,56,0
ham,0,0,41,0
ham,0,0,48,0
spam,0,1,130,1
ham,0,0,102,0
ham,0,0,80,0
ham,0,0,58,0
ham,0,0,26,0
ham,0,0,24,0
ham,0,0,36,0
ham,0,0,49,0
ham,0,0,26,0
ham,0,0,85,0
ham,0,0,130,0
ham,0,0,77,0
ham,0,0,26,0
ham,0,0,68,0
ham,0,1,330,0
ham,0,0,29,0
ham,0,0,155,0
ham,0,0,48,0
ham,0,0,86,0
spam,1,1,148,0
ham,0,0,54,0
ham,0,0,48,0
ham,0,0,155,0
ham,0,0,45,0
ham,0,0,104,0
ham,0,0,32,0
ham,0,0,66,0
ham,0,1,171,0
spam,0,2,147,1
ham,0,0,128,0
ham,0,0,38,0
ham,0,0,41,0
ham,0,0,52,0
ham,0,0,34,0
ham,0,0,27,0
spam,1,5,159,1
ham,0,0,43,0
ham,0,0,116,0
ham,0,0,122,0
ham,0,0,53,0
ham,0,0,26,0
ham,0,0,50,0
spam,0,1,158,1
ham,0,0,41,0
spam,1,2,160,1
ham,0,0,54,0
ham,0,0,35,0
ham,0,0,128,0
ham,0,0,39,0
ham,0,0,58,0
ham,0,0,26,0
ham,0,0,38,0
ham,0,0,90,0
ham,0,0,74,0
ham,0,0,97,0
ham,0,0,102,0
ham,0,0,54,0
ham,0,0,26,0
ham,0,0,165,0
ham,0,0,85,0
ham,0,0,35,0
ham,0,0,149,0
ham,0,0,124,0
ham,0,0,43,0
spam,0,3,160,1
ham,0,0,30,0
ham,0,0,31,0
ham,0,0,100,0
ham,0,0,162,0
ham,0,0,31,0
ham,0,0,39,0
ham,0,0,67,0
ham,0,0,33,0
ham,0,0,29,0
ham,0,1,192,0
ham,0,0,163,0
ham,0,0,29,0
ham,0,0,32,0
ham,0,0,27,0
ham,0,0,32,0
ham,0,0,50,0
ham,0,0,75,0
ham,0,0,40,0
ham,0,0,128,0
ham,0,0,55,0
ham,0,0,195,0
ham,0,1,129,0
ham,0,0,42,0
ham,0,0,28,0
ham,0,0,38,0
ham,0,0,36,0
ham,0,0,41,0
spam,0,2,159,1
ham,0,0,80,0
ham,0,0,41,0
ham,0,0,20,0
ham,0,0,133,0
ham,0,1,136,0
ham,0,0,43,0
ham,0,0,14,0
ham,0,0,48,0
ham,0,0,70,0
ham,0,0,43,0
ham,0,0,87,0
ham,0,3,103,0
ham,0,0,148,0
ham,0,0,33,0
ham,0,0,5,0
ham,0,0,128,0
ham,0,1,136,0
ham,0,0,59,0
ham,0,0,45,0
ham,0,0,73,0
ham,0,0,53,0
spam,0,0,115,1
spam,0,1,109,1
spam,0,0,160,1
ham,0,0,138,0
spam,0,2,159,1
ham,0,0,49,0
spam,0,1,142,0
ham,0,0,41,0
ham,0,0,49,0
ham,0,0,47,0
ham,0,2,215,0
ham,0,1,54,0
ham,0,0,119,0
spam,0,0,93,1
spam,1,3,163,1
ham,0,0,83,0
ham,0,0,51,0
spam,0,1,45,0
ham,0,0,67,0
ham,0,0,91,0
ham,0,0,164,0
ham,0,0,150,0
ham,0,0,27,0
ham,0,0,104,0
ham,0,0,43,0
ham,0,0,39,0
ham,0,0,29,0
ham,0,0,26,0
ham,0,0,62,0
ham,0,0,107,0
ham,0,0,44,0
ham,0,0,53,0
ham,0,0,43,0
ham,0,0,32,0
ham,0,0,52,0
ham,0,0,48,0
ham,0,0,166,0
ham,0,0,89,0
ham,0,0,132,0
ham,0,0,43,0
ham,0,0,72,0
ham,0,0,31,0
ham,0,0,37,0
ham,0,1,165,0
ham,0,0,26,0
ham,0,0,42,0
ham,0,0,85,0
ham,0,0,39,0
ham,0,0,83,0
ham,0,0,84,0
ham,0,0,13,0
ham,0,0,93,0
ham,0,0,115,0
ham,0,0,43,0
ham,0,0,75,0
ham,0,0,85,0
ham,0,0,40,0
ham,0,0,43,0
ham,0,0,42,0
ham,0,0,25,0
ham,0,0,87,0
ham,0,0,43,0
ham,0,0,48,0
spam,0,0,109,1
ham,0,0,35,0
ham,0,0,100,0
ham,0,1,105,0
ham,0,0,37,0
ham,0,0,25,0
ham,0,0,54,0
ham,0,0,62,0
ham,0,0,36,0
ham,0,0,29,0
ham,0,0,31,0
ham,0,0,39,0
ham,0,0,47,0
ham,0,0,48,0
ham,0,0,93,0
ham,0,0,102,0
spam,0,3,166,1
ham,0,0,73,0
ham,0,0,71,0
ham,0,0,107,0
ham,0,0,40,0
ham,0,0,54,0
spam,0,0,73,0
ham,0,0,26,0
ham,0,0,254,0
ham,0,0,43,0
ham,0,0,41,0
ham,0,0,47,0
ham,0,0,104,0
spam,1,0,115,1
ham,0,0,30,0
ham,0,0,25,0
ham,0,0,123,0
spam,0,0,160,1
ham,0,0,54,0
spam,1,1,150,1
ham,0,0,20,0
ham,0,0,52,0
ham,0,0,92,0
spam,1,0,88,0
spam,0,0,159,0
spam,0,2,146,1
ham,0,0,10,0
ham,0,0,29,0
ham,0,0,6,0
ham,0,0,82,0
ham,0,1,38,0
ham,0,0,125,0
ham,0,2,57,0
ham,0,0,77,0
ham,0,0,53,0
ham,0,0,28,0
ham,0,0,64,0
ham,0,0,38,0
ham,0,0,34,0
spam,0,4,152,1
ham,0,0,82,0
ham,0,0,172,0
ham,0,0,138,0
ham,0,0,36,0
spam,0,1,148,1
ham,0,0,26,0
ham,0,0,46,0
ham,0,0,26,0
ham,0,0,68,0
spam,0,1,164,1
ham,0,0,68,0
ham,0,0,158,0
ham,0,0,121,0
ham,0,0,61,0
spam,1,2,161,1
ham,0,0,37,0
ham,0,0,48,0
ham,0,0,158,0
spam,0,1,151,1
ham,0,0,39,0
ham,0,0,85,0
ham,0,1,43,0
ham,0,0,130,0
ham,0,0,152,0
ham,0,0,41,0
ham,0,0,61,0
ham,0,0,64,0
ham,0,0,27,0
ham,0,0,42,0
ham,0,0,28,0
ham,0,0,72,0
ham,0,0,36,0
ham,0,0,248,0
ham,0,0,142,0
ham,0,0,169,0
ham,0,0,125,0
ham,0,0,59,0
ham,0,0,35,0
ham,0,0,38,0
ham,0,0,38,0
ham,0,0,26,0
spam,0,1,156,1
ham,0,1,106,0
spam,0,1,137,1
ham,0,1,71,0
ham,0,0,52,0
ham,0,0,28,0
ham,0,0,67,0
ham,0,0,63,0
ham,0,0,43,0
ham,0,0,116,0
ham,0,0,31,0
ham,0,0,332,0
ham,0,0,57,0
spam,0,1,93,1
ham,0,0,161,0
ham,0,0,29,0
spam,0,0,163,0
ham,0,0,24,0
ham,0,0,43,0
ham,0,0,41,0
ham,0,1,157,0
ham,0,0,48,0
ham,0,0,45,0
spam,0,3,163,0
ham,0,0,37,0
ham,0,0,90,0
ham,0,0,46,0
ham,0,0,54,0
ham,0,1,94,0
ham,0,0,30,0
ham,0,1,101,0
ham,0,0,156,0
ham,0,1,66,0
ham,0,0,276,0
ham,0,0,25,0
ham,0,0,69,0
ham,0,0,36,0
ham,0,0,73,0
ham,0,0,99,0
ham,0,0,22,0
ham,0,0,70,0
ham,0,0,15,0
spam,0,2,150,0
spam,0,3,164,1
ham,0,0,40,0
ham,0,0,60,0
ham,0,0,128,0
ham,0,0,29,0
